FID,id,rbd,letra,numero,direcc_cal,direcc_num,of_piso,comuna,telefono,dependenci,precio,predio_m2,edificacio,directivos,profesores,administra,tecnicos,auxiliares,personal_t,pasetotal,paselibre,furgontota,furgonacre,sitios,matriculaj,almuerzoju,rinden_sim,rinden_paa,menosde5,de6a13,de14a17,masde18,fuente,prebasica,basica,media,superior,otra,privado,bespecial,bprebasica,bbasica,bh_c,bcomercial,bindustria,btecnica,bcft,bip,bu,badulto,botra,rbd_d,localidad,clase,coord_x,coord_y,provincial,layer,nombre,direccion,tipo
344,1552,10000047, , ,EL EUCALIPTUS,0,0,LO BARNECHEA,2173067,8,0,330,8.3,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,30,0,0,0,3,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000047,SANTIAGO,PREBASICA,359141.10275,6306815.4983,PROVINCIAL ORIENTE,PREBASICA,EL AROMITO,S N EL EUCALIPTUS,JARDIN INFANTIL
345,1555,10000090, , ,CALLE 8,1669,0,NUNOA,2711098,6,3300,1923,6,1,0,0,4,1,8,0,0,0,0,0,0,0,0,0,158,0,0,0,3,158,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000090,SANTIAGO,PREBASICA,352841.66884,6295434.14762,PROVINCIAL ORIENTE,PREBASICA,GIRASOL,1699 CALLE 8,JARDIN INFANTIL Y SALA CUNA
346,1557,10000092, , ,QUILLAGUA,3900,0,NUNOA,2711097,6,3300,2126,2.7,1,0,0,4,1,7,0,0,0,0,0,0,0,0,0,105,0,0,0,3,105,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000092,SANTIAGO,PREBASICA,352145.35646,6295729.08404,PROVINCIAL ORIENTE,PREBASICA,MUNDO MARAVILLOZO,3900 QUILLAGUA,JARDIN INFANTIL
347,1588,10000203, , ,BOMB CARLOS RIGOTTI,3221,0,RECOLETA,6228186,6,0,1110,2.88,0,0,0,4,1,7,0,0,0,0,0,0,0,0,0,104,0,0,0,3,104,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000203,SANTIAGO,PREBASICA,348313.94666,6303581.46049,PROVINCIAL NORTE,PREBASICA,HEIDY,3221 BOMB CARLOS RIGOTTI,JARDIN INFANTIL Y SALA CUNA
348,1589,10000201, , ,STA ANA,3384,0,RECOLETA,6226207,6,3000,15625,0,1,0,0,10,3,17,0,0,0,0,0,0,0,0,0,199,0,0,0,3,199,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000201,SANTIAGO,PREBASICA,348316.99083,6303957.53111,PROVINCIAL NORTE,PREBASICA,PEQUITAS,3384 STA ANA,JARDIN INFANTIL Y SALA CUNA
349,1590,10000186, , ,CONFERENCIA,0,0,SANTIAGO,6831253,6,2500,540,3.38,1,0,0,3,1,6,0,0,0,0,1,0,0,0,0,84,0,0,0,3,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000186,SANTIAGO,PREBASICA,344391.86659,6296156.76484,PROVINCIAL CENTRO,PREBASICA,LOS CACHORRITOS,1083 CONFERENCIA,SALA CUNA
350,1601,24643 3, , ,LAS HUALTATAS,5754,1,VITACURA,2207740,4,893700,5600,0,1,0,1,0,2,24,0,0,10,0,30,300,0,0,0,240,0,0,0,1,240,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,24643 3,SANTIAGO,PREBASICA,353603.97728,6303736.98143,PROVINCIAL ORIENTE,PREBASICA,COLEGIO ALEMAN DE SANTIAGO,5754 LAS HUALTATAS,JARDIN INFANTIL
351,1614,24679 4, ,1446,LAS HUALTATAS,7177,1,VITACURA,2193831,4,575000,300,1.8,1,0,0,0,1,8,0,0,1,0,0,0,0,0,0,27,0,0,0,1,27,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,24679 4,SANTIAGO,PREBASICA,354849.57319,6304298.38833,PROVINCIAL ORIENTE,PREBASICA,LITTLE STARS,7177 LAS HUALTATAS,JARDIN INFANTIL
352,1615,24425 2, ,1380,VITACURA,7867,0,VITACURA,2119877,4,660000,250,1.2,1,0,0,0,1,6,0,0,2,0,0,20,100,0,0,25,0,0,0,1,25,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,24425 2,SANTIAGO,PREBASICA,355071.04794,6304893.82321,PROVINCIAL ORIENTE,PREBASICA,CAMPANITA MONTESSORI CHILDREN'S,7867 VITACURA,JARDIN INFANTIL
353,1655,8807 2, ,1103,GRAJALES,2146,1,SANTIAGO,6722535,4,315000,200,1,1,0,0,0,1,5,0,0,1,0,1,0,0,0,0,34,0,0,0,1,34,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,8807 2,SANTIAGO,PREBASICA,345291.33338,6297421.41597,PROVINCIAL CENTRO,PREBASICA,PELUSIN,2146 GRAJALES,JARDIN INFANTIL
354,1669,24639 5, , ,AGUSTINAS,2682,1,SANTIAGO,6818609,1,10000,0,0,1,0,5,0,2,16,0,0,72,32,0,0,0,0,0,266,0,0,0,1,266,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24639 5,SANTIAGO,PREBASICA,344564.88886,6298349.39388,PROVINCIAL CENTRO,PREBASICA,MIGUEL DE CERVANTES Y SAAVEDRA  ANEXO,2682 AGUSTINAS,JARDIN INFANTIL
355,1681,8809 9, ,1146,ARZ .GONZALEZ,479,1,SANTIAGO,6993144,4,345000,295,3.51,2,0,0,0,6,12,0,0,5,3,0,0,0,0,0,72,0,0,0,1,72,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,8809 9,SANTIAGO,PREBASICA,344899.1277,6298778.3842,PROVINCIAL CENTRO,PREBASICA,HEYDDIE,479 ARZ.GONZALEZ,JARDIN INFANTIL
356,1718,8802, ,1013,SGTO ALDEA,1057,4,SANTIAGO,569454,4,830000,900,7,6,0,3,0,2,18,0,0,4,0,2,0,0,0,0,130,0,0,0,1,130,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,8802,SANTIAGO,PREBASICA,346942.74556,6295582.522,PROVINCIAL CENTRO,PREBASICA,INSTITUCION SWEET,1057 SGTO ALDEA,JARDIN INFANTIL
357,1832,24701 4, ,1457,MEXICO,1142,1,INDEPENDENCIA,6215492,4,260000,0,0,1,0,0,0,1,4,0,0,2,0,0,0,0,0,0,19,0,0,0,1,19,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,24701 4,SANTIAGO,PREBASICA,346225.56398,6302492.96253,PROVINCIAL NORTE,PREBASICA,GARVALIN EL PELUSITA,1142 MEXICO,JARDIN INFANTIL
358,1839,10000204, , ,NORTE,498,0,RECOLETA,6212420,6,3300,1798,3.51,1,0,0,7,2,11,0,0,0,0,0,0,0,0,0,182,0,0,0,3,182,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000204,SANTIAGO,PREBASICA,347504.25406,6302990.31323,PROVINCIAL NORTE,PREBASICA,BAMBI,498 NORTE,JARDIN INFANTIL
359,1840,10000199, , ,EL GUANACO,3914,0,RECOLETA,6257331,6,2750,3327,0,1,0,0,15,7,28,0,0,0,0,1,0,0,0,0,278,0,0,0,3,278,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000199,SANTIAGO,PREBASICA,345928.69603,6304649.40089,PROVINCIAL NORTE,PREBASICA,SANTA MONICA,3914 EL GUANACO,JARDIN INFANTIL Y SALA CUNA
360,1842,10000027, , ,EL GUANACO,4284,0,RECOLETA,6252031,7,0,538,2.92,1,0,0,5,2,9,0,0,0,0,0,0,0,0,0,83,0,0,0,3,83,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000027,SANTIAGO,PREBASICA,345883.96478,6305127.17931,PROVINCIAL NORTE,PREBASICA,MILLARAY,4284 EL GUANACO,JARDIN INFANTIL
361,1845,10000029, , ,RAUL MONTT,1106,0,RECOLETA,6224435,7,0,859,3.19,1,0,0,3,10,15,0,0,0,0,0,0,0,0,0,167,0,0,0,3,167,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000029,SANTIAGO,PREBASICA,346331.54414,6304146.55623,PROVINCIAL NORTE,PREBASICA,C.A. MARTA ROSS DE EDWARDS,1106 RAUL MONTT,SALA CUNA
362,1850,24738 3, ,1474,LA SERENA,891,1,RECOLETA,6210327,4,275000,0,0,2,0,1,0,1,7,0,0,2,1,0,0,0,0,0,20,0,0,0,1,20,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,24738 3,SANTIAGO,PREBASICA,346790.18928,6303718.7348,PROVINCIAL NORTE,PREBASICA,ESCUELA DE PARVULOS PIN PIN SERAFIN,891LA SERENA,JARDIN INFANTIL
363,1851,10000205, , ,FRANCISCO CERDA,907,0,RECOLETA,6223228,6,2750,1400,5.8,1,0,0,12,6,23,0,0,0,0,0,0,0,0,0,217,0,0,0,3,217,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000205,SANTIAGO,PREBASICA,346769.25839,6304035.87956,PROVINCIAL NORTE,PREBASICA,DOMINGUITO,907 FRANCISCO CERDA,JARDIN INFANTIL
364,1854,10000202, , ,TTE JUAN COLIPI,627,0,RECOLETA,6226117,6,250,2187,4.16,1,0,0,9,4,16,0,0,0,0,0,0,0,0,0,141,0,0,0,3,141,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000202,SANTIAGO,PREBASICA,347269.65187,6304886.79473,PROVINCIAL NORTE,PREBASICA,NO ME OLVIDES,627 TTE JUAN COLIPI,JARDIN INFANTIL
365,1855,10000028, , ,TTE JUAN COLIPI,662,0,RECOLETA,6222892,7,0,3536,6.25,1,0,0,20,4,26,0,0,0,0,0,0,0,0,0,276,0,0,0,3,276,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000028,SANTIAGO,PREBASICA,347142.10703,6304929.25623,PROVINCIAL NORTE,PREBASICA,C.A. JAVIERA CARRERA,662 TTE JUAN COLIPI,SALA CUNA
366,1862,10000200, , ,PERU,1200,0,RECOLETA,7357951,6,0,0,0,1,0,0,3,1,6,0,0,3,0,0,0,0,0,0,83,0,0,0,3,83,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000200,SANTIAGO,PREBASICA,347593.44102,6301135.26245,PROVINCIAL NORTE,PREBASICA,PARQUE MARIA LUISA,1200 PERU,JARDIN INFANTIL
367,1874,10000194, , ,PEDRO AGUIRRE CERDA,5150,0,HUECHURABA,0,6,3300,3168,7.38,1,3,0,11,3,18,0,0,0,0,0,0,0,0,0,171,0,0,0,3,171,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000194,SANTIAGO,PREBASICA,347074.39024,6305482.36542,PROVINCIAL NORTE,PREBASICA,ESTRELLA ANDINA,5150 PEDRO AGUIRRE CERDA,JARDIN INFANTIL
368,1881,24786 3, ,1499,LUIS DE VALDIVIA,3060,1,RECOLETA,6213257,4,275000,0,0,1,0,1,0,0,5,0,0,2,2,0,0,0,0,0,29,0,0,0,1,29,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,24786 3,SANTIAGO,PREBASICA,347093.15625,6303258.11921,PROVINCIAL NORTE,PREBASICA,ESCUELA DE PARVULOS LOS CHIQUITINES,3060 LUIS DE VALDIVIA,JARDIN INFANTIL
369,1916,11945 8, ,1316,FERMIN VIVACETA,4782,2,CONCHALI,6235220,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11945 8,SANTIAGO,PREBASICA,343814.34051,6304752.81546,PROVINCIAL NORTE,PREBASICA,PITUFINA,4782 FERMIN VIVACETA,JARDIN INFANTIL
370,1917,24607 7, , ,LOS VILOS,4787,2,CONCHALI,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24607 7,SANTIAGO,PREBASICA,343703.92766,6304674.81886,PROVINCIAL NORTE,PREBASICA,NUESTRO HOGAR,4787 LOS VILOS,JARDIN INFANTIL
371,1919,24775 8, ,1495,PARRAL,2406,2,CONCHALI,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24775 8,SANTIAGO,PREBASICA,343648.3885,6304256.75832,PROVINCIAL NORTE,PREBASICA,MUNDO FELIZ,2406 PARRAL,JARDIN INFANTIL
372,1927,25126 7, ,1634,EL ROBLE,1025,2,RECOLETA,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25126 7,SANTIAGO,PREBASICA,346339.50008,6302866.7263,PROVINCIAL NORTE,PREBASICA,TIA MARIA ANGELICA,1025 EL ROBLE,JARDIN INFANTIL
373,1929,25125 9, ,1633,ZAPADORES,505,2,RECOLETA,7772979,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25125 9,SANTIAGO,PREBASICA,348009.88207,6304011.8291,PROVINCIAL NORTE,PREBASICA,ALADDIN,505 LOS ZAPADORES,JARDIN INFANTIL
374,1932,25139 9, ,1641,FRANCISCO BILBAO,2921,2,PROVIDENCIA,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25139 9,SANTIAGO,PREBASICA,352265.13121,6299337.97737,PROVINCIAL ORIENTE,PREBASICA,WILLQUIMVOE,2921 FRANCISCO BILBAO,JARDIN INFANTIL
375,1937,25176 3, ,1661,LAS HUALTATAS,5811,2,VITACURA,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25176 3,SANTIAGO,PREBASICA,353634.96047,6303753.7539,PROVINCIAL ORIENTE,PREBASICA,ESCUELA PEQUENO REINO,5811 LAS HUALTATAS,JARDIN INFANTIL
376,1943,24768 5, ,1213,ALONSO DE CAMARGO,6615,2,LAS CONDES,2118397,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24768 5,SANTIAGO,PREBASICA,355085.70164,6300946.17643,PROVINCIAL ORIENTE,PREBASICA,LOS PATITOS DE SAN PATRICIO,6615 ALONSO DE CAMARGO,JARDIN INFANTIL
377,1945,24925 4, ,1558,LA RECONQUISTA,816,2,LAS CONDES,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24925 4,SANTIAGO,PREBASICA,354039.17416,6301590.8352,PROVINCIAL ORIENTE,PREBASICA,ESCUELA PARVULO ARLEQUIN,816 LA RECONQUISTA,JARDIN INFANTIL
378,1946,25093 -7, , ,CRISTOBAL COLON,8750,2,LAS CONDES,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25093 -7,SANTIAGO,PREBASICA,356654.48064,6301458.79581,PROVINCIAL ORIENTE,PREBASICA,GRACE GARDEN,8750 CRISTOBAL COLON,JARDIN INFANTIL
379,1959,12093 6, ,1342,EMILIA TELLEZ,4900,2,NUNOA,2262378,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12093 6,SANTIAGO,PREBASICA,353174.05664,6298620.76261,PROVINCIAL ORIENTE,PREBASICA,AMAPOLAS,4900 EMILIA TELLEZ,JARDIN INFANTIL
380,1961,25184 4, ,1664,MARCHANT PEREIRA,3111,2,NUNOA,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25184 4,SANTIAGO,PREBASICA,350690.19426,6297555.51394,PROVINCIAL ORIENTE,PREBASICA,ESCUELA PARVULOS ALEXANDDER MONTESSORI,3111 MARCHANT PEREIRA,JARDIN INFANTIL
381,1964,24636 0, ,1432,LYNCH NORTE,320,2,LA REINA,2265111,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24636 0,SANTIAGO,PREBASICA,354485.69569,6297766.01511,PROVINCIAL ORIENTE,PREBASICA,CHIPY,320 LYNCH NORTE,JARDIN INFANTIL
382,1966,25111 9, ,1624,PRINCIPE DE GALES,6450,2,LA REINA,2773029,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25111 9,SANTIAGO,PREBASICA,354569.28281,6299036.05273,PROVINCIAL ORIENTE,PREBASICA,BARRIE MONTESSORI,6450 PRINCIPE DE GALES,JARDIN INFANTIL
383,1967,25156 9, ,1649,TOBALABA,8573,2,LA REINA,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25156 9,SANTIAGO,PREBASICA,355659.89056,6296702.11732,PROVINCIAL ORIENTE,PREBASICA,ESCUELA DE PARVULOS ANTINIL,8573 TOBALABA,JARDIN INFANTIL
384,2009,24929 7, ,93,GRABIELA MISTRAL,3741,2,PUENTE ALTO,5456859,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24929 7,SANTIAGO,PREBASICA,352858.23383,6279147.8597,PROVINCIAL CORDILLERA,PREBASICA,ESC DE PARVULOS PART NUEVA FLORENCIA,3741 GABRIELA MISTRAL,JARDIN INFANTIL
385,2066,10050 1, ,1148,JULIO BANADOS,1669,2,QUINTA NORMAL,7752369,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10050 1,SANTIAGO,PREBASICA,342915.60351,6299649.52857,PROVINCIAL PONIENTE,PREBASICA,LOS CAPULLITOS,1669 JULIO BANADOS,JARDIN INFANTIL
386,2073,24961 0, ,1570,ISLA RIVERO,8713,2,PUDAHUEL,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24961 0,SANTIAGO,PREBASICA,336524.42429,6296726.6967,PROVINCIAL PONIENTE,PREBASICA,ESCUELA PARVULO RENACER ALBORADA,8713 ISLA RIVERO,JARDIN INFANTIL
387,2115,12271 8, ,1373,LAS PARCELAS,6098,1,ESTACION CENTRAL,5312716,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,2,38,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12271 8,SANTIAGO,PREBASICA,340036.2626,6295532.03054,PROVINCIAL PONIENTE,PREBASICA,ESCUELA PARTICULAR HERMANAS FRANCISCANAS,6098 LAS PARCELAS,JARDIN INFANTIL
388,2119,24609 3, ,1420,LAS CATALPAS,79,1,ESTACION CENTRAL,5313312,4,240000,898,8.66,1,3,1,0,1,6,0,0,10,0,0,32,100,0,0,61,0,0,0,1,61,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24609 3,SANTIAGO,PREBASICA,341225.41753,6296502.23891,PROVINCIAL PONIENTE,PREBASICA,MADRE MARIA JOSE DE JESUS,79 LAS CATALPAS,JARDIN INFANTIL
389,2120,9916 3, ,655,LAS CATALPAS,79,1,ESTACION CENTRAL,7792840,3,57500,2000,0,1,12,1,0,2,16,0,0,20,0,3,142,100,0,0,220,0,0,0,1,220,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9916 3,SANTIAGO,PREBASICA,341225.41753,6296502.23891,PROVINCIAL PONIENTE,PREBASICA,LOS PAISES BAJOS,79 LAS CATALPAS,JARDIN INFANTIL
390,2128,11862 1, ,1243,LUIS INFANTE CERDA,630,1,ESTACION CENTRAL,5381825,3,50000,200,1.5,1,2,1,0,1,5,0,0,6,1,0,40,100,0,0,50,0,0,0,1,50,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11862 1,SANTIAGO,PREBASICA,342221.40631,6295474.00372,PROVINCIAL PONIENTE,PREBASICA,ESCUELA DE PARVULOS TRIBILIN,630 LUIS INFANTE CERDA,JARDIN INFANTIL
391,2130,9980 5, ,1183,GUILLERMO FRANKE,203,1,ESTACION CENTRAL,5331219,3,45000,195,1.11,1,1,0,0,0,2,0,0,2,1,0,36,100,0,0,36,0,0,0,1,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9980 5,SANTIAGO,PREBASICA,342355.04378,6295964.873,PROVINCIAL PONIENTE,PREBASICA,ESCUELA DE PARVULOS RICITOS DE ORO,203 GUILLERMO FRANKE,JARDIN INFANTIL
392,2132,24477 5,E,0,21 DE MAYO,1830,1,ESTACION CENTRAL,0,1,2000,2400,9,4,7,0,0,1,12,0,0,3,0,0,130,85,0,0,183,0,0,0,1,183,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24477 5,SANTIAGO,PREBASICA,342813.04275,6295134.96442,PROVINCIAL PONIENTE,PREBASICA,LOCAL ANEXO ESCUELA E NRO.36,1830 21 DE MAYO,JARDIN INFANTIL
393,2135,24674 3,D,57,LOS GLADIOLOS,4810,1,ESTACION CENTRAL,7794065,1,0,960,5.44,5,7,0,0,5,17,0,0,8,8,0,0,0,0,0,198,0,0,0,1,198,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24674 3,SANTIAGO,PREBASICA,341989.17176,6296338.93727,PROVINCIAL PONIENTE,PREBASICA,CARLOS CONDELL DE LA HAZA,4810 LOS GLADIOLOS,JARDIN INFANTIL
394,2150,8810 2, ,1208,5 DE ABRIL,3961,1,ESTACION CENTRAL,7764581,4,215000,277,9.7,1,2,0,0,0,3,0,0,2,2,0,52,100,0,0,52,0,0,0,1,52,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,8810 2,SANTIAGO,PREBASICA,343112.77791,6296726.21337,PROVINCIAL PONIENTE,PREBASICA,ESCUELA DE PARVULOS ENRIQUE MAC IVER,3961 5 DE ABRIL,JARDIN INFANTIL
395,2204,12239 4, ,1532,COMERCIO,6134,1,CERRILLOS,5574418,4,220000,200,1,2,3,0,0,1,6,0,0,3,0,1,0,0,0,0,26,0,0,0,1,26,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,12239 4,SANTIAGO,PREBASICA,341015.61231,6292863.22655,PROVINCIAL PONIENTE,PREBASICA,HUALAIHUE,6134 COMERCIO,JARDIN INFANTIL
396,2216,11864 8, ,1304,CRNEL SOUPER,4844,1,ESTACION CENTRAL,7781232,4,400000,457,3,1,2,1,0,1,5,0,0,4,0,0,200,100,0,0,20,0,0,0,1,20,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,11864 8,SANTIAGO,PREBASICA,341966.30526,6296433.65471,PROVINCIAL PONIENTE,PREBASICA,INSTITUCION SWEET LAUTARO  C.I.I.,4844 CRNEL SOUPER,JARDIN INFANTIL
397,2256,10171 0, ,1025,LAGO URON,148,1,LO PRADO,6430128,3,44000,0,0,1,0,2,0,1,6,0,0,5,4,0,0,0,0,0,60,0,0,0,1,60,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10171 0,SANTIAGO,PREBASICA,338810.42578,6297235.125,PROVINCIAL PONIENTE,PREBASICA,VILLA LOURDES,148 LAGO URON,JARDIN INFANTIL
398,2299,10195 8, ,1168,LOS LINGUES,7646,3,LO PRADO,6449739,4,177000,560,2,2,0,1,0,5,14,0,0,3,3,4,0,0,0,0,100,0,0,0,1,100,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,10195 8,SANTIAGO,PREBASICA,338603.32991,6298163.08336,PROVINCIAL PONIENTE,PREBASICA,PINOCHO,7646 LOS LINGUES,JARDIN INFANTIL
399,2316,24471 6, ,1357,LOS MAQUIS,0,1,RENCA,6411304,3,8000,800,0,1,0,1,0,1,7,0,0,0,0,0,0,0,0,0,84,0,0,0,1,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24471 6,SANTIAGO,PREBASICA,342957.13678,6301793.864,PROVINCIAL PONIENTE,PREBASICA,SANTA MARIA DE LA PROVIDENCIA,1251 B LOS MAQUIS,JARDIN INFANTIL
400,2328,12273 4, ,1368,CRUZ GRANDE,950,1,RENCA,6421375,1,500,2192,5.96,1,0,0,0,3,12,0,0,1,0,0,240,40,0,0,231,0,0,0,1,231,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12273 4,SANTIAGO,PREBASICA,339154.44241,6301772.16919,PROVINCIAL PONIENTE,PREBASICA,ESCUELA MUNICIPAL DE PARVULOS HERNAN DEL SOLAR A.,950 CRUZ GRANDE,JARDIN INFANTIL
401,2352,10036 6, ,1076,ESPECH,1563,1,QUINTA NORMAL,7751183,3,0,0,0,2,0,1,0,1,5,0,0,5,5,0,0,0,0,0,79,0,0,0,1,79,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10036 6,SANTIAGO,PREBASICA,340333.08235,6299759.89892,PROVINCIAL PONIENTE,PREBASICA,PRESIDENTE ABRAHAM LINCOLN,1563 ESPECH,JARDIN INFANTIL
402,2360,10029 3, ,1083,LOA,6607,1,QUINTA NORMAL,7738226,6,0,2150,8.35,1,0,0,8,2,15,0,0,0,0,1,0,0,0,0,252,0,0,0,3,252,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10029 3,SANTIAGO,PREBASICA,340476.87519,6301855.51157,PROVINCIAL PONIENTE,PREBASICA,TIA LUCY,6607 LOA,JARDIN INFANTIL
403,2390,24845 2, ,1524,CARRASCAL,4664,1,QUINTA NORMAL,7757030,4,295000,0,2.82,2,0,2,0,1,11,0,0,4,2,0,50,100,0,0,60,0,0,0,1,60,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,24845 2,SANTIAGO,PREBASICA,342181.69627,6300703.58671,PROVINCIAL PONIENTE,PREBASICA,DIVINA PASTORA DE JESUS,4664 CARRASCAL,JARDIN INFANTIL
404,2442,24458 9, ,70,ISLA TEJAS,3093,1,PUENTE ALTO,8506585,3,195000,500,1.5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24458 9,SANTIAGO,PREBASICA,352892.70703,6283055.95,PROVINCIAL CORDILLERA,PREBASICA,TIA ANITA,3093 ISLA TEJAS,JARDIN INFANTIL
405,2448,24752 9, ,76,ON PANTA,495,1,PUENTE ALTO,8503854,3,100000,1392,5.53,4,0,3,0,1,12,0,0,3,0,1,0,0,0,0,120,0,0,0,1,120,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,24752 9,SANTIAGO,PREBASICA,354206.84986,6281861.95049,PROVINCIAL CORDILLERA,PREBASICA,HERMANAS DE BETANIA,495 ON PANTA,JARDIN INFANTIL
