FID,id,rbd,letra,numero,direcc_cal,direcc_num,of_piso,comuna,telefono,dependenci,precio,predio_m2,edificacio,directivos,profesores,administra,tecnicos,auxiliares,personal_t,pasetotal,paselibre,furgontota,furgonacre,sitios,matriculaj,almuerzoju,rinden_sim,rinden_paa,menosde5,de6a13,de14a17,masde18,fuente,prebasica,basica,media,superior,otra,privado,bespecial,bprebasica,bbasica,bh_c,bcomercial,bindustria,btecnica,bcft,bip,bu,badulto,botra,rbd_d,localidad,clase,coord_x,coord_y,provincial,layer,nombre,direccion,tipo
55,166,10000170, , ,GANIMEDES,7471, ,CERRILLOS,5333044,6,2500,10000,5,1,5,0,15,6,27,0,0,3,0,1,0,0,0,0,243,0,0,0,3,243,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000170,SANTIAGO,PREBASICA,339204.10572,6292007.40406,PROVINCIAL PONIENTE,PREBASICA,LAS TORRES,7471 GANIMEDES,JARDIN INFANTIL
56,167,10000007, , ,VARGAS SALCEDO,747, ,CERRILLOS,5383364,7,0,448,1.76,0,1,0,1,5,7,0,0,7,0,0,0,0,0,0,73,0,0,0,3,73,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000007,SANTIAGO,PREBASICA,340096.98437,6291675.41875,PROVINCIAL PONIENTE,PREBASICA,C.A. CAROLITA,747 VARGAS SALCEDO,SALA CUNA
57,168,10000172, , ,ROSA ESTER RODRIGUEZ,7077, ,CERRILLOS,7417768,6,3750,378,0,1,3,0,13,2,19,0,0,0,0,0,0,0,0,0,256,0,0,0,3,256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000172,SANTIAGO,PREBASICA,339852.95497,6293143.97841,PROVINCIAL PONIENTE,PREBASICA,MI REFUGIO,7077 ROSA ESTER RODRIGUEZ,JARDIN INFANTIL Y SALA CUNA
58,169,10000162, , ,SIBERIA,6760, ,CERRO NAVIA,7732032,6,2750,2720,9.6,1,2,0,7,1,11,0,0,0,0,0,0,0,0,0,182,0,0,0,3,182,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000162,SANTIAGO,PREBASICA,339410.97526,6301195.96673,PROVINCIAL PONIENTE,PREBASICA,RELMU,6760 SIBERIA,JARDIN INFANTIL Y SALA CUNA
59,170,10000164, , ,PROFE DARIO SALAZAR,1550, ,CERRO NAVIA,0,6,3300,2600,8.93,1,5,0,15,7,28,0,0,0,0,0,0,0,0,0,276,0,0,0,3,276,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000164,SANTIAGO,PREBASICA,337794.35867,6300819.42108,PROVINCIAL PONIENTE,PREBASICA,BURBUJITAS,1550 PROFE DARIO SALAZAR,JARDIN INFANTIL
60,171,10000165, , ,RIO DOURO LA ESTRELLA,0, ,CERRO NAVIA,6446646,6,3000,0,0,1,4,0,1,2,8,0,0,0,0,0,0,0,0,0,240,0,0,0,3,240,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000165,SANTIAGO,PREBASICA,337097.57845,6300932,PROVINCIAL PONIENTE,PREBASICA,HEIDI,RIO DURO LA ESTRELLA,JARDIN INFANTIL Y SALA CUNA
61,172,10000021, , ,LA CAPILLA,8415, ,CERRO NAVIA,6455072,7,2500,2675,5.53,1,0,0,9,13,23,0,0,0,0,0,0,0,0,0,183,0,0,0,3,183,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000021,SANTIAGO,PREBASICA,336213.54824,6301407.32729,PROVINCIAL PONIENTE,PREBASICA,C.A. CARRUSEL,8415 LA CAPILLA,SALA CUNA
62,173,10000011, , ,JOTABECHE,105, ,ESTACION CENTRAL,0,7,0,198,1.4,1,1,0,4,3,9,0,0,0,0,0,0,0,0,0,78,0,0,0,3,78,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000011,SANTIAGO,PREBASICA,343395.88392,6297106.93436,PROVINCIAL PONIENTE,PREBASICA,C.A. AMANDA,105 JOTABECHE,SALA CUNA
63,174,10000174, , ,JOSE DE RIVERA & BUZO SOBEN,0, ,ESTACION CENTRAL,7793518,6,3300,990,1.9,1,1,0,4,1,7,0,0,0,0,0,0,0,0,0,107,0,0,0,3,107,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000174,SANTIAGO,PREBASICA,341449.04484,6297683.5732,PROVINCIAL PONIENTE,PREBASICA,LLIU LLIU,JOSE DE RIVERA & BUZO SOBENES,JARDIN INFANTIL
64,175,10000226, , ,SERRANO,1358, ,PUDAHUEL,6435879,6,2500,1400,3.42,1,0,0,11,1,16,0,0,0,0,0,0,0,0,0,210,0,0,0,3,210,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000226,SANTIAGO,PREBASICA,335822.31899,6299267.44348,PROVINCIAL PONIENTE,PREBASICA,LOS CARINOSITOS,1358 SERRANO,JARDIN INFANTIL Y SALA CUNA
65,176,10000017, , ,FEDERICO ERRAZURIZ,788, ,PUDAHUEL,6451242,7,3000,1400,4.5,1,0,0,9,11,21,0,0,0,0,1,0,0,0,0,169,0,0,0,3,169,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000017,SANTIAGO,PREBASICA,336080.11144,6298337.80047,PROVINCIAL PONIENTE,PREBASICA,LOS TOTORALES,788 FEDERICO ERRAZURIZ,SALA CUNA
66,177,10000230, , ,LOS MONTES,1216, ,PUDAHUEL,6454004,6,3300,0,0,0,0,0,3,1,5,0,0,0,0,0,0,0,0,0,71,0,0,0,3,71,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000230,SANTIAGO,PREBASICA,336371.0291,6299219.18325,PROVINCIAL PONIENTE,PREBASICA,LOS LEONCITOS,1216 LOS MONTES,JARDIN INFANTIL
67,178,10000232, , ,LAS TRANQUERAS,1296, ,PUDAHUEL,6432439,6,1800,650,2.24,1,0,0,3,1,5,0,0,0,0,1,0,0,0,0,74,0,0,0,3,74,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000232,SANTIAGO,PREBASICA,336438.44565,6299493.9279,PROVINCIAL PONIENTE,PREBASICA,LOS PITUFOS,1296 LAS TRANQUERAS,JARDIN INFANTIL Y SALA CUNA
68,179,10000227, , ,VICTORIA,830, ,PUDAHUEL,6435880,6,2500,3500,3.2,1,0,0,12,6,22,0,0,0,0,1,0,0,0,0,205,0,0,0,3,205,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000227,SANTIAGO,PREBASICA,336637.69609,6298398.725,PROVINCIAL PONIENTE,PREBASICA,LOS CACHORRITOS,930 VICTORIA,JARDIN INFANTIL Y SALA CUNA
69,180,10000233, , ,LAS CADENAS,8943, ,PUDAHUEL,0,6,3300,0,0,0,0,0,3,1,5,0,0,0,0,0,0,0,0,0,83,0,0,0,3,83,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000233,SANTIAGO,PREBASICA,336600.16669,6298960.04703,PROVINCIAL PONIENTE,PREBASICA,LOS PATITOS,8943 LAS CADENAS,JARDIN INFANTIL
70,181,10000231, , ,LOS CERCOS,1226, ,PUDAHUEL,0,6,3000,0,0,0,0,0,3,1,5,0,0,0,0,0,0,0,0,0,72,0,0,0,3,72,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000231,SANTIAGO,PREBASICA,336544.84609,6299265.2,PROVINCIAL PONIENTE,PREBASICA,LOS POLLITOS,1226 LOS CERCOS,JARDIN INFANTIL
71,182,10000225, , ,EL ESCUDO,8435, ,PUDAHUEL,6431127,6,3300,0,0,1,0,0,13,3,22,0,0,0,0,0,0,0,0,0,270,0,0,0,3,270,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000225,SANTIAGO,PREBASICA,337776.90763,6297465.80888,PROVINCIAL PONIENTE,PREBASICA,LOS AROMOS,8435 EL ESCUDO,JARDIN INFANTIL Y SALA CUNA
72,183,10000228, , ,NICANOR MOLINA,1204, ,PUDAHUEL,0,6,3750,2087,0,1,0,0,5,1,9,0,0,0,0,0,0,0,0,0,133,0,0,0,3,133,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000228,SANTIAGO,PREBASICA,338043.35085,6299517.30278,PROVINCIAL PONIENTE,PREBASICA,CAMPO LINDO,1204 NICANOR MOLINARE,JARDIN INFANTIL
73,184,10000229, , ,LAGO ONTARIO,8432, ,PUDAHUEL,6400010,6,3300,0,0,1,0,0,4,1,7,0,0,0,0,0,0,0,0,0,98,0,0,0,3,98,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000229,SANTIAGO,PREBASICA,338087.775,6298696.95,PROVINCIAL PONIENTE,PREBASICA,LAS ARDILLAS,8432 LAGO ONTARIO,JARDIN INFANTIL
74,185,10000016, , ,MAR CARIBE,1160, ,PUDAHUEL,6431268,7,2000,1250,6,1,0,0,7,14,22,0,0,0,0,1,0,0,0,0,199,0,0,0,3,199,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000016,SANTIAGO,PREBASICA,338167.34219,6299297.8,PROVINCIAL PONIENTE,PREBASICA,C.A. E.PALAZUELO,1160 MAR CARIBE,SALA CUNA
75,186,10000160, , ,PANAMA,1015, ,LO PRADO,6432795,6,2500,2304,2.94,1,0,0,4,1,7,0,0,0,0,0,0,0,0,0,109,0,0,0,3,109,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000160,SANTIAGO,PREBASICA,338347.72216,6298613.4272,PROVINCIAL PONIENTE,PREBASICA,MUNDO FELIZ,1015 PANAMA,JARDIN INFANTIL
76,187,10000159, , ,TUPUNGATO,413, ,LO PRADO,6442174,6,3300,421,1.8,1,0,0,9,3,16,0,0,0,0,1,0,0,0,0,162,0,0,0,3,162,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000159,SANTIAGO,PREBASICA,338878.90503,6297756.97787,PROVINCIAL PONIENTE,PREBASICA,PEQUENO NINO,413 TUPUNGATO,JARDIN INFANTIL
77,188,10000158, , ,TERRITORIO ANTARTICO,5934, ,LO PRADO,7799379,6,2750,700,4.86,1,0,0,11,3,18,0,0,0,0,0,0,0,0,0,213,0,0,0,3,213,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000158,SANTIAGO,PREBASICA,340651.09979,6297747.14674,PROVINCIAL PONIENTE,PREBASICA,LOS TRINOS,5934 TERRITORIO ANTARTICO,JARDIN INFANTIL
78,189,10000055, , ,FRANCISCO A. ENCINA,9156, ,LO ESPEJO,5594472,8,3000,1200,3.5,0,0,0,10,3,14,0,0,0,0,0,0,0,0,0,169,0,0,0,3,169,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000055,SANTIAGO,PREBASICA,342256.41685,6288921.03141,PROVINCIAL SUR,PREBASICA,NUEVA ESPERANZA,9156 FRANCISCO A.ENCINA,SALA CUNA
79,190,10000157, , ,WALDO TAFF,7907, ,LO PRADO,6442559,6,2750,0,4.86,1,0,0,11,2,17,0,0,0,0,0,0,0,0,0,200,0,0,0,3,200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000157,SANTIAGO,PREBASICA,338646.48574,6297934.02733,PROVINCIAL PONIENTE,PREBASICA,LA PRADERA,7907 WALDO TAFF,JARDIN INFANTIL
80,191,10000015, , ,LOS TAMARINDOS,5901, ,LO PRADO,7737978,7,6000,2000,3.6,1,0,0,4,7,12,0,0,0,0,0,0,0,0,0,110,0,0,0,3,110,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000015,SANTIAGO,PREBASICA,340708.30535,6298631.75853,PROVINCIAL PONIENTE,PREBASICA,C.A. SANTA ANITA,5901 LOS TAMARINDOS,SALA CUNA
81,192,10000056, , ,CARLOS DITTBORN,2232, ,LO ESPEJO,5217671,8,0,250,1.3,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,70,0,0,0,3,70,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000056,SANTIAGO,PREBASICA,344255.48045,6290863.54187,PROVINCIAL SUR,PREBASICA,MARCELA PAZ,2232 CARLOS DITTBORN,JARDIN INFANTIL
82,193,10000222, , ,LA HABANA,8354, ,LO ESPEJO,5239019,6,3300,2190,3.81,1,0,0,5,1,9,0,0,0,0,0,0,0,0,0,166,0,0,0,3,166,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000222,SANTIAGO,PREBASICA,342254.8342,6289679.54659,PROVINCIAL SUR,PREBASICA,RAYITO DE SOL,8354 LA HABANA,JARDIN INFANTIL
83,194,10000224, , ,PIO XII,6834, ,LO ESPEJO,5219153,6,3300,2365,0,1,0,0,0,2,5,0,0,0,0,0,0,0,0,0,143,0,0,0,3,143,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000224,SANTIAGO,PREBASICA,342637.32691,6291137.3284,PROVINCIAL SUR,PREBASICA,SEMILLITA,6834 PIO XII,JARDIN INFANTIL
84,195,10000223, , ,CAREN,7300, ,LO ESPEJO,5243716,6,0,0,3.24,1,0,0,5,1,9,0,0,0,0,0,0,0,0,0,156,0,0,0,3,156,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000223,SANTIAGO,PREBASICA,344148.48483,6290134.50584,PROVINCIAL SUR,PREBASICA,CAREN,7300 CAREN,JARDIN INFANTIL Y SALA CUNA
85,196,10000004, , ,PAULA JARAQUEMADA,1577, ,RENCA,6421276,7,0,0,4.75,0,0,0,1,12,14,0,0,0,0,0,0,0,0,0,151,0,0,0,3,151,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000004,SANTIAGO,PREBASICA,339373.1096,6302833.05905,PROVINCIAL PONIENTE,PREBASICA,C.A. M.FLORA YANEZ,1577 PAULA JARAQUEMADA,SALA CUNA
86,197,10000002, , ,JOSE MANUEL BALMACEDA,4008, ,RENCA,6412846,7,0,2621,5.19,1,0,0,0,8,10,0,0,6,0,1,0,0,0,0,174,0,0,0,3,174,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000002,SANTIAGO,PREBASICA,341921.19842,6302745.10661,PROVINCIAL PONIENTE,PREBASICA,C.A. PABLO NERUDA,4008 JOSE MANUEL BALMACEDA,SALA CUNA
87,198,10000219, , ,PTO MONTT,2307, ,RENCA,6413136,6,300,2400,5.04,1,0,0,15,2,22,0,0,0,0,1,0,0,0,0,211,0,0,0,3,211,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000219,SANTIAGO,PREBASICA,342443.38485,6303785.65115,PROVINCIAL PONIENTE,PREBASICA,CARNAVALITO,2307 PTO MONTT,JARDIN INFANTIL Y SALA CUNA
88,199,10000005, , ,NEMESIS,7282, ,RENCA,6422152,7,0,2032,6.51,1,0,0,4,7,12,0,0,0,0,0,0,0,0,0,180,0,0,0,3,180,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000005,SANTIAGO,PREBASICA,337872.35648,6302040.56838,PROVINCIAL PONIENTE,PREBASICA,C.A. LO VELASQUEZ,7282 NEMESIS,SALA CUNA
89,200,10000006, , ,ZEUS,919, ,RENCA,6421234,7,0,1581,8.49,1,0,0,3,4,8,0,0,0,0,0,0,0,0,0,98,0,0,0,3,98,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000006,SANTIAGO,PREBASICA,338187.52891,6301830.575,PROVINCIAL PONIENTE,PREBASICA,VALLE DE AZAPA,919 ZEUS,JARDIN INFANTIL
90,201,10000221, , ,PEDRO LAGOS,1206, ,RENCA,6421399,6,3300,2000,0,1,0,0,5,2,10,0,0,0,0,1,0,0,0,0,138,0,0,0,3,138,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000221,SANTIAGO,PREBASICA,340429.0701,6302351.90001,PROVINCIAL PONIENTE,PREBASICA,VALLE DEL ELQUI,1206 PIEDRA LOBOS,JARDIN INFANTIL
91,202,10000218, , ,ANGOL,1742, ,RENCA,6423688,6,3300,4439,0,1,0,0,10,3,17,0,0,3,0,1,0,0,0,0,165,0,0,0,3,165,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000218,SANTIAGO,PREBASICA,339465.45623,6303377.33664,PROVINCIAL PONIENTE,PREBASICA,RUSENOR DEL ALBA,1742 ANGOL,JARDIN INFANTIL Y SALA CUNA
92,203,10000216, , ,TOCONCE,1090, ,RENCA,0,6,0,0,0,0,0,0,7,1,11,0,0,0,0,0,0,0,0,0,122,0,0,0,3,122,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000216,SANTIAGO,PREBASICA,340275.0512,6302201.80586,PROVINCIAL PONIENTE,PREBASICA,RAYITO DE SOL,1090 TOCONCE,JARDIN INFANTIL Y SALA CUNA
93,204,10000213, , ,DIEGO PORTALES,4323, ,RENCA,6411832,6,2500,2232,3.4,1,0,0,10,3,17,0,0,0,0,0,0,0,0,0,173,0,0,0,3,173,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000213,SANTIAGO,PREBASICA,341087.16513,6302937.44844,PROVINCIAL PONIENTE,PREBASICA,CAPULLITOS DE TERNURA,4323 DIEGO PORTALES,JARDIN INFANTIL
94,205,10000217, , ,BAQUEDANO,4035, ,RENCA,6417897,6,3300,0,0,1,0,0,3,1,7,0,0,0,0,0,0,0,0,0,89,0,0,0,3,89,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000217,SANTIAGO,PREBASICA,341826.95078,6303091.55,PROVINCIAL PONIENTE,PREBASICA,LOS PEQUES DEL MANANA,4035 BAQUEDANO,JARDIN INFANTIL
95,206,10000215, , ,RIVERA,1580, ,RENCA,6411080,6,3300,900,7.23,1,0,0,11,5,20,0,0,0,0,1,0,0,0,0,175,0,0,0,3,175,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000215,SANTIAGO,PREBASICA,342201.15648,6302699.39145,PROVINCIAL PONIENTE,PREBASICA,EL MUNDO DE LOS NINOS,1580 RIVERA,JARDIN INFANTIL
96,207,10000003, , ,LAS MARGARITAS,2327, ,RENCA,6410112,7,2000,0,0,1,0,0,2,3,6,0,0,5,0,0,0,0,0,0,134,0,0,0,3,134,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000003,SANTIAGO,PREBASICA,342141.21563,6303893,PROVINCIAL PONIENTE,PREBASICA,C.A. PAPELUCHO,2327 LAS MARGARITAS,SALA CUNA
97,208,10000220, , ,VILLARRICA,2565, ,RENCA,6460678,6,2750,2592,7.78,1,0,0,14,3,23,0,0,0,0,1,0,0,0,0,262,0,0,0,3,262,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000220,SANTIAGO,PREBASICA,342182.75206,6304267.31609,PROVINCIAL PONIENTE,PREBASICA,SEMILLITAS DEL FUTURO,2565 VILLARRICA,JARDIN INFANTIL Y SALA CUNA
98,209,10000184, , ,LOA,6607, ,QUINTA NORMAL,7738226,6,0,2150,8.35,1,0,0,8,2,15,0,0,0,0,1,0,0,0,0,252,0,0,0,3,252,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000184,SANTIAGO,PREBASICA,340476.87519,6301855.51157,PROVINCIAL PONIENTE,PREBASICA,TRICAHUE,6607 LOA,JARDIN INFANTIL
99,210,10000018, , ,BUTAMALLIN,1238, ,QUINTA NORMAL,7736851,7,0,1200,3.8,1,0,0,7,5,14,0,0,0,0,0,0,0,0,0,154,0,0,0,3,154,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000018,SANTIAGO,PREBASICA,341806.54974,6298967.09103,PROVINCIAL PONIENTE,PREBASICA,C.A. PEDRO PRADO,1238 BUTAMALLIN,SALA CUNA
100,211,10000185, , ,DR CARLOS OTTOLENGHI,4450, ,QUINTA NORMAL,7737648,6,300,0,0,1,0,0,8,4,15,0,0,0,0,1,0,0,0,0,128,0,0,0,3,128,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000185,SANTIAGO,PREBASICA,342462.08125,6301008.925,PROVINCIAL PONIENTE,PREBASICA,TERNURA,4450 DR CARLOS OTTOLENGHI,JARDIN INFANTIL
101,212,10000030, , ,BARROS ARANA,712, ,QUILICURA,6034235,7,0,1352,3.25,1,0,0,9,2,13,0,0,0,0,0,0,0,0,0,150,0,0,0,3,150,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000030,SANTIAGO,PREBASICA,337729.90655,6306325.38966,PROVINCIAL NORTE,PREBASICA,C.A. ARTUTO PEREZ CANTO,712 BARROS ARANA,SALA CUNA
102,213,10000031, , ,LAS PERDICES,380, ,QUILICURA,6031795,7,0,0,2.49,0,0,0,0,24,25,0,0,0,0,0,0,0,0,0,240,0,0,0,3,240,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000031,SANTIAGO,PREBASICA,340098.78365,6306494.52098,PROVINCIAL NORTE,PREBASICA,C.A. JULIO MONTT SALAMANCA,380 LAS PERDICES,SALA CUNA
103,214,10000080, , ,MARCOS PEREZ,1330, ,PUENTE ALTO,8721019,8,2000,2527,4.87,1,0,0,14,4,19,0,0,4,0,0,0,0,0,0,235,0,0,0,3,235,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000080,SANTIAGO,PREBASICA,352434.46823,6278847.58333,PROVINCIAL CORDILLERA,PREBASICA,C.A. CORDILLERA,1330 MARCOS PEREZ,SALA CUNA
104,215,10000119, , ,EJERCITO LIBERTADOR,865, ,PUENTE ALTO,8515511,6,3000,3000,7.73,1,0,0,16,7,29,0,0,0,0,1,0,0,0,0,301,0,0,0,3,301,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000119,SANTIAGO,PREBASICA,352576.49609,6278436.725,PROVINCIAL CORDILLERA,PREBASICA,CARRITO DE ILUSIONES,0865 EJERCITO LIBERTADOR,JARDIN INFANTIL Y SALA CUNA
105,216,10000124, , ,LAS ROSAS,280, ,PUENTE ALTO,0,6,5000,1680,2.4,1,0,0,3,1,5,0,0,0,0,1,0,0,0,0,84,0,0,0,3,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000124,SANTIAGO,PREBASICA,352831.81776,6279240.74245,PROVINCIAL CORDILLERA,PREBASICA,HORAS FELICES,0280 LAS ROSAS,JARDIN INFANTIL
106,217,10000118, , ,LEONARDO DA VINCI,955, ,PUENTE ALTO,8506134,6,0,0,0,1,0,0,15,3,24,0,0,0,0,0,0,0,0,0,308,0,0,0,3,308,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000118,SANTIAGO,PREBASICA,352450.18359,6279688.22126,PROVINCIAL CORDILLERA,PREBASICA,PENI MAPU,955 LEONARDO DA VINCI,JARDIN INFANTIL
107,218,10000127, , ,JOAQUIN PALACIOS,793, ,PUENTE ALTO,8517961,6,3300,675,3,1,0,0,3,1,5,0,0,0,0,1,0,0,0,0,74,0,0,0,3,74,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000127,SANTIAGO,PREBASICA,352632.87031,6280546.85,PROVINCIAL CORDILLERA,PREBASICA,VILLA PUENTE ALTO,793 JOAQUIN PALACIOS,JARDIN INFANTIL
108,219,10000125, , ,PEDRO DUARTE,675, ,PUENTE ALTO,8517671,6,2750,666,2.08,1,0,0,5,2,8,0,0,0,0,0,0,0,0,0,42,0,0,0,3,42,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000125,SANTIAGO,PREBASICA,352776.2365,6279986.23987,PROVINCIAL CORDILLERA,PREBASICA,LOS ENANITOS,675 PEDRO DUARTE,JARDIN INFANTIL
109,220,10000122, , ,LOS CEREZOS,920, ,PUENTE ALTO,8720253,6,3300,7283,3.5,1,0,0,13,2,19,0,0,0,0,0,0,0,0,0,260,0,0,0,3,260,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000122,SANTIAGO,PREBASICA,353157.66673,6278205.13228,PROVINCIAL CORDILLERA,PREBASICA,SEMILLITA,920 LOS CEREZOS,JARDIN INFANTIL Y SALA CUNA
110,221,10000121, , ,BALMACENA,736, ,PUENTE ALTO,8726725,6,0,1730,2.34,1,0,0,7,2,11,0,0,0,0,1,0,0,0,0,89,0,0,0,3,89,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000121,SANTIAGO,PREBASICA,353860.33906,6280695.675,PROVINCIAL CORDILLERA,PREBASICA,PRIMEROS PASOS,736 BALMACENA,JARDIN INFANTIL
111,222,10000123, , ,LAS LOICAS,311, ,PUENTE ALTO,8500376,6,3300,15000,4.3,1,0,0,4,3,9,0,0,0,0,1,0,0,0,0,97,0,0,0,3,97,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000123,SANTIAGO,PREBASICA,355098.59375,6279640.9,PROVINCIAL CORDILLERA,PREBASICA,LUCERITO DE LOS ANDES,311 LAS LOICAS,JARDIN INFANTIL
112,223,10000120, , ,LA COLONIA,1040, ,PUENTE ALTO,0,6,0,768,2.52,1,0,0,4,1,8,0,0,0,0,0,0,0,0,0,104,0,0,0,3,104,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000120,SANTIAGO,PREBASICA,352811.36751,6278112.10083,PROVINCIAL CORDILLERA,PREBASICA,SAN GERONIMO 1,01040 LA COLONIA,JARDIN INFANTIL
113,224,10000126, , ,CDTE ENRIQUE FAVERIO,681, ,PUENTE ALTO,8725421,6,0,1224,3.5,1,0,0,3,1,5,0,0,0,0,0,0,0,0,0,274,0,0,0,3,274,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000126,SANTIAGO,PREBASICA,352703.9413,6280169.66319,PROVINCIAL CORDILLERA,PREBASICA,LOS DUENDECITOS,681CDTE ENRIQUE FAVERIO,JARDIN INFANTIL
114,225,10000079, , ,CLEOPATRA,3155, ,PUENTE ALTO,5423411,8,2000,0,0,1,0,0,7,10,18,0,0,0,0,0,0,0,0,0,162,0,0,0,3,162,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000079,SANTIAGO,PREBASICA,351120.70566,6282845.17306,PROVINCIAL CORDILLERA,PREBASICA,C.A. LAS VIZCACHITAS,3155 CLEOPATRA,SALA CUNA
115,226,10000107, , ,SANTIAGO,870, ,SAN BERNARDO,0,6,3300,310,2.37,1,0,0,4,1,7,0,0,0,0,0,0,0,0,0,77,0,0,0,3,77,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000107,SANTIAGO,PREBASICA,341908.87261,6283654.41119,PROVINCIAL SUR,PREBASICA,LOS TEJANITOS,0870 SANTIAGO,JARDIN INFANTIL Y SALA CUNA
116,227,10000033, , ,BALMACEDA,523, ,SAN BERNARDO,8595401,7,0,908,4.43,1,0,0,5,4,11,0,0,0,0,0,0,0,0,0,159,0,0,0,3,159,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000033,SANTIAGO,PREBASICA,342168.16155,6282520.98568,PROVINCIAL SUR,PREBASICA,C.A. MUJERES DE CHILE,0523 BALMACEDA,SALA CUNA
117,228,10000110, , ,SAN GABRIEL,1836, ,SAN BERNARDO,5297952,6,0,2600,4.5,0,0,0,6,1,8,0,0,0,0,0,0,0,0,0,131,0,0,0,3,131,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10000110,SANTIAGO,PREBASICA,345466.47812,6282269.30524,PROVINCIAL SUR,PREBASICA,133906,1836 SAN GABRIEL,JARDIN INFANTIL
